household_id,transaction_amount,transaction_type
HH_00242,369.5264826950762,Debit
HH_00243,69.34310947460501,Debit
HH_00244,2.3365973057916576,Debit
HH_00245,395.3285185997835,Debit
HH_00246,83.84074155795919,Credit
HH_00247,510.1263024183084,Debit
HH_00248,497.0603214195308,Credit
HH_00249,287.6080525769128,Credit
HH_00250,52.31641022582404,Credit
HH_00251,72.94378981480403,Debit
HH_00252,285.708997871712,Debit
HH_00253,57.17193471460756,Credit
HH_00254,27.857792444363216,Credit
HH_00255,122.06054880903416,Credit
HH_00256,412.69402062105627,Credit
HH_00257,178.62383966369057,Debit
HH_00258,126.61685046534834,Debit
HH_00259,15.334229602398432,Debit
HH_00260,143.17960732765766,Debit
HH_00261,691.5854621769475,Debit
HH_00262,22.638087996339625,Credit
HH_00263,109.57429874722555,Debit
HH_00264,314.79129568511917,Debit
HH_00265,202.5051372530505,Debit
HH_00266,179.11116379525097,Debit
HH_00267,181.8431334336735,Debit
HH_00268,66.82385134724237,Credit
HH_00269,52.13431264006427,Credit
HH_00270,248.60617608895686,Debit
HH_00271,249.1992298630543,Debit
HH_00272,302.69250710518725,Debit
HH_00273,366.6923942754955,Credit
HH_00274,107.41398553993555,Debit
HH_00275,104.42765663267988,Debit
HH_00276,240.14248984627312,Debit
HH_00277,157.45786123317004,Debit
HH_00278,181.58259727672754,Credit
HH_00279,238.29292124313073,Debit
HH_00280,331.09852145201506,Debit
HH_00281,61.87236107064813,Debit
HH_00282,70.64051830913345,Credit
HH_00283,14.804405878104083,Debit
HH_00284,129.5121039914152,Debit
HH_00285,5.4906156316285495,Debit
HH_00286,93.99104222731644,Debit
HH_00287,117.34418785306889,Credit
HH_00288,50.644599047178374,Debit
HH_00289,134.0448795219263,Debit
HH_00290,4.646259315221182,Debit
HH_00291,5.709524892418408,Credit
HH_00292,259.4027054307204,Credit
HH_00293,66.98775363116171,Debit
HH_00294,20.383356194614198,Credit
HH_00295,110.79803824185234,Debit
HH_00296,220.44719106686028,Credit
HH_00297,36.46770051448551,Debit
HH_00298,146.28294279847393,Debit
HH_00299,13.381654348484593,Debit
HH_00300,7.959764386546411,Credit
HH_00301,113.68634109382815,Credit
HH_00302,116.68656640421133,Credit
HH_00303,152.18061723069238,Debit
HH_00304,194.24408443750264,Debit
HH_00305,558.5335513049989,Debit
HH_00306,108.94366788455343,Debit
HH_00307,58.50295711589682,Debit
HH_00308,237.84809695990293,Credit
HH_00309,47.37771981542059,Credit
HH_00310,86.69751469099519,Debit
HH_00311,12.255775287550485,Credit
HH_00312,3.851641431221157,Debit
HH_00313,493.1069884902903,Credit
HH_00314,271.16514631725937,Credit
HH_00315,178.59640991990125,Debit
HH_00316,78.87894666977128,Debit
HH_00317,28.54598042131631,Debit
HH_00318,25.51811123592812,Debit
HH_00319,43.20089836898754,Credit
HH_00320,119.51859724699719,Credit
HH_00321,188.07739316651637,Debit
HH_00322,161.90855245451976,Debit
HH_00323,49.261839208349386,Credit
HH_00324,464.71552478344597,Debit
HH_00325,200.85261073128396,Debit
HH_00326,121.2345722896997,Credit
HH_00327,141.90457080561526,Debit
HH_00328,81.6056798298077,Debit
HH_00329,42.699193841109526,Credit
HH_00330,66.00211939846686,Debit
HH_00331,212.72727716350698,Debit
HH_00332,2.1747119581206413,Debit
HH_00333,18.507058835996407,Debit
HH_00334,7.064156542878079,Credit
HH_00335,6.237217787593864,Credit
HH_00336,290.1304550423488,Debit
HH_00337,182.43609175510323,Debit
HH_00338,96.41768916193385,Credit
HH_00339,15.443537767171987,Credit
HH_00340,101.47769486958498,Debit
HH_00341,96.21754981415567,Debit
HH_00342,28.529206920033747,Credit
HH_00343,85.33486969534857,Debit
HH_00344,76.25049218748103,Credit
HH_00345,143.50836493697017,Credit
HH_00346,151.2171804061368,Credit
HH_00347,6.954348603080209,Debit
HH_00348,70.40760069825923,Debit
HH_00349,147.46874921740928,Debit
HH_00350,104.91591789116846,Credit
HH_00351,291.2024179763158,Debit
HH_00352,161.24621460824966,Credit
HH_00353,26.6779303150961,Debit
HH_00354,10.977365438436125,Debit
HH_00355,154.25912206633367,Credit
HH_00356,4.030360900109164,Credit
HH_00357,132.2021066710936,Debit
HH_00358,422.58831830807276,Debit
HH_00359,128.51736683663168,Credit
HH_00360,73.69510383358609,Debit
HH_00361,154.6240736767473,Credit
HH_00362,91.94339610766369,Credit
HH_00363,118.32215408644802,Debit
HH_00364,425.71907193494985,Debit
HH_00365,73.18912910252807,Credit
HH_00366,487.3637792260131,Credit
HH_00367,353.63642756548785,Debit
HH_00368,32.6844391410675,Debit
HH_00369,10.782623295473552,Debit
HH_00370,15.933800322244531,Debit
HH_00371,2.7584831770850555,Debit
HH_00372,14.88075174836312,Credit
HH_00373,172.33123088657507,Debit
HH_00374,11.077444041964053,Credit
HH_00375,57.62357824423027,Debit
HH_00376,279.52890601459154,Debit
HH_00377,3.5320504771067265,Debit
HH_00378,252.67957592789378,Debit
HH_00379,49.66252002594442,Debit
HH_00380,18.862517974366146,Debit
HH_00381,178.973311265987,Debit
HH_00382,148.70987646498304,Debit
HH_00383,314.912372113042,Debit
HH_00384,199.24403681466006,Credit
HH_00385,244.04937089909674,Debit
HH_00386,49.70007934601078,Credit
HH_00387,29.299994406067047,Debit
HH_00388,208.3134594008137,Debit
HH_00389,246.63137748651295,Credit
HH_00390,698.5507335210345,Credit
HH_00391,79.81190312289075,Credit
HH_00392,69.7865867942599,Credit
HH_00393,224.69317550153806,Debit
HH_00394,62.51005063961297,Debit
HH_00395,400.52068865989895,Debit
HH_00396,293.2258735749374,Credit
HH_00397,84.05334141632395,Credit
HH_00398,208.46770747431916,Debit
HH_00399,210.69494802825258,Debit
HH_00400,16.325627821007703,Debit
HH_00401,349.2668521301448,Credit
HH_00402,105.55612346351315,Credit
HH_00403,262.6998836284995,Credit
HH_00404,57.86031392467624,Debit
HH_00405,338.81857718188894,Debit
HH_00406,73.94826810902569,Debit
HH_00407,1.6345209922763217,Debit
HH_00408,353.6860945443681,Debit
HH_00409,14.358841582271289,Debit
HH_00410,57.69804500775583,Debit
HH_00411,449.54585747824285,Debit
HH_00412,451.1924310155984,Debit
HH_00413,127.79959365828957,Credit
HH_00414,149.8845120585787,Credit
HH_00415,89.25219954342865,Debit
HH_00416,52.05341681192955,Debit
HH_00417,59.77295018255846,Debit
HH_00418,167.44853698927594,Debit
HH_00419,209.37568104946158,Credit
HH_00420,235.2293124331723,Debit
HH_00421,233.82465477731125,Debit
HH_00422,14.345541981047916,Credit
HH_00423,102.30743948600339,Credit
HH_00424,8.89225596731067,Debit
HH_00425,119.61919735430894,Credit
HH_00426,87.38329124809253,Credit
HH_00427,327.99279963312017,Credit
HH_00428,64.82874292018276,Debit
HH_00429,18.67589663286763,Debit
HH_00430,23.146148181317905,Debit
HH_00431,215.01458206186408,Debit
HH_00432,144.43585196220525,Debit
HH_00433,15.991306836807816,Credit
HH_00434,13.178328250290763,Credit
HH_00435,181.08127074796496,Credit
HH_00436,11.331913428869571,Credit
HH_00437,258.7778780712872,Credit
HH_00438,183.74996296950076,Credit
HH_00439,12.727312587046809,Credit
HH_00440,13.298080166671003,Debit
HH_00441,647.3187843087138,Credit
HH_00442,70.32563738284344,Debit
HH_00443,69.45828907129687,Debit
HH_00444,251.33631049240157,Credit
HH_00445,441.3246806944866,Debit
HH_00446,640.3160909402976,Debit
HH_00447,209.98488451745126,Credit
HH_00448,70.80314994286884,Credit
HH_00449,13.07909905469359,Debit
HH_00450,225.18638106819384,Debit
HH_00451,122.60406113422394,Debit
HH_00452,82.80496879574606,Credit
HH_00453,355.2356513217136,Debit
HH_00454,17.682031195782038,Debit
HH_00455,101.77576640594314,Debit
HH_00456,1.7127884148812504,Debit
HH_00457,94.85315543743893,Credit
HH_00458,8.692564659888866,Credit
HH_00459,18.973649389675682,Credit
HH_00460,18.75393480111844,Debit
HH_00461,157.13525796104574,Credit
HH_00462,205.58965763947091,Debit
HH_00463,131.33306658043028,Debit
HH_00464,491.20803136535653,Credit
HH_00465,70.46948668804008,Debit
HH_00466,50.47037361308381,Debit
HH_00467,304.42538072553447,Debit
HH_00468,37.962310159778006,Debit
HH_00469,495.4305159377866,Debit
HH_00470,1.834341653845396,Credit
HH_00471,525.3790384319223,Debit
HH_00472,6.617849792775284,Debit
HH_00473,332.65818437400134,Debit
HH_00474,112.52148755240854,Debit
HH_00475,743.524291188905,Credit
HH_00476,11.49920639316824,Credit
HH_00477,121.06644956000233,Debit
HH_00478,522.5362831884008,Credit
HH_00479,111.0665899771566,Debit
HH_00480,148.8942435571781,Credit
HH_00481,178.48518571751612,Debit
HH_00482,90.91916335154264,Debit
HH_00483,148.1511259512033,Debit
HH_00484,131.67387927086335,Debit
HH_00485,347.1349154223971,Debit
HH_00486,6.976719261522146,Credit
HH_00487,49.47640888481377,Credit
HH_00488,450.5994008791397,Debit
HH_00489,331.4513742680229,Debit
HH_00490,91.226289293943,Credit
HH_00491,145.1899543108466,Credit
HH_00492,48.73101298426952,Credit
HH_00493,31.260624215409674,Debit
HH_00494,93.45878982061481,Credit
HH_00495,65.39303019251001,Credit
HH_00496,131.43655590099647,Credit
HH_00497,12.138342664977719,Debit
HH_00498,549.7440183783851,Debit
HH_00499,642.5798363328807,Credit
HH_00500,179.67958228691842,Credit
HH_00501,115.21176516181349,Debit
HH_00502,55.556895233154,Credit
HH_00503,252.1360751231995,Credit
HH_00504,173.14943754732235,Debit
HH_00505,26.621048115073258,Debit
HH_00506,362.74516379986915,Debit
HH_00507,259.3491767050907,Debit
HH_00508,448.7607787550154,Credit
HH_00509,194.04060062942014,Debit
HH_00510,142.56060293870593,Credit
HH_00511,81.255375988967,Credit
HH_00512,404.8527542320677,Credit
HH_00513,301.558857007038,Debit
HH_00514,6.940940797968418,Debit
HH_00515,4.0081225299767045,Credit
HH_00516,70.85216423748943,Credit
HH_00517,249.54715844941293,Debit
HH_00518,654.6413202330251,Debit
HH_00519,24.451426490171954,Debit
HH_00520,135.25861953236037,Credit
HH_00521,71.92105496371441,Debit
HH_00522,525.5562831563943,Debit
HH_00523,276.8869811150452,Debit
HH_00524,273.3285069704786,Credit
HH_00525,94.86233567096603,Debit
HH_00526,80.37524044910235,Credit
HH_00527,47.908333822509185,Debit
HH_00528,8.704044576725432,Credit
HH_00529,300.0639210004965,Debit
HH_00530,251.41761588748844,Credit
HH_00531,1225.8668396727123,Debit
HH_00532,854.23101011165,Debit
HH_00533,121.5977388962091,Debit
HH_00534,219.79246353093913,Debit
HH_00535,434.4257524311654,Credit
HH_00536,284.21580220638685,Credit
HH_00537,42.62286668717198,Debit
HH_00538,89.82402410997967,Debit
HH_00539,20.7444516469633,Credit
HH_00540,462.0335679662563,Debit
HH_00541,139.77715538829273,Credit
HH_00542,38.94055881277256,Debit
HH_00543,167.07443087598753,Credit
HH_00544,144.40056521146076,Credit
HH_00545,66.5130693445659,Credit
HH_00546,18.08086820977039,Debit
HH_00547,167.01619252786531,Credit
HH_00548,110.19156362790567,Debit
HH_00549,221.97106214407725,Credit
HH_00550,110.14647906352727,Credit
HH_00551,286.7655166962726,Debit
HH_00552,120.41311785322313,Debit
HH_00553,123.46718714702207,Debit
HH_00554,313.9137964844657,Debit
HH_00555,77.49709709821755,Credit
HH_00556,21.583193308544843,Credit
HH_00557,4.380753214814202,Credit
HH_00558,211.05861789938785,Debit
HH_00559,145.25984505910193,Debit
HH_00560,182.64980216968146,Credit
HH_00561,35.92222402401652,Credit
HH_00562,21.991882684241798,Credit
HH_00563,2.1977214398503175,Credit
HH_00564,64.75308922726039,Debit
HH_00565,133.70960634974168,Credit
HH_00566,74.6972801341726,Credit
HH_00567,86.29793442426468,Credit
HH_00568,351.75922844721623,Debit
HH_00569,64.21539216376675,Debit
HH_00570,108.22875421084817,Debit
HH_00571,229.63076065795525,Debit
HH_00572,75.76201969487695,Credit
HH_00573,145.9635713029628,Credit
HH_00574,297.471096552646,Debit
HH_00575,447.92856230620015,Credit
HH_00576,23.862281897225397,Debit
HH_00577,391.7494144563118,Debit
HH_00578,101.62541714932959,Debit
HH_00579,44.810318152709364,Credit
HH_00580,92.18804510560463,Debit
HH_00581,587.0479646370887,Credit
HH_00582,101.77369390010396,Debit
HH_00583,59.79240481507497,Credit
HH_00584,150.52294109364894,Debit
HH_00585,41.19427015734044,Debit
HH_00586,11.834295746435256,Debit
HH_00587,20.69628295686238,Debit
HH_00588,20.55276361005107,Debit
HH_00589,24.713985233500946,Credit
HH_00590,22.419009910127482,Debit
HH_00591,153.61260766137096,Credit
HH_00592,30.111953555172242,Credit
HH_00593,63.620897369220785,Debit
HH_00594,340.64611876925363,Debit
HH_00595,96.35717124698905,Credit
HH_00596,165.19336254785708,Debit
HH_00597,28.369277566982472,Credit
HH_00598,32.03264714926426,Debit
HH_00599,6.259081907634796,Debit
HH_00600,27.757101609837132,Debit
HH_00601,48.982217794671826,Credit
HH_00602,29.22177262246619,Credit
HH_00603,13.932886179055135,Credit
HH_00604,19.28343202400288,Credit
HH_00605,92.64440150480686,Debit
HH_00606,34.66383095176449,Debit
HH_00607,67.94716732663778,Debit
HH_00608,105.00077770714955,Debit
HH_00609,175.86861510188132,Debit
HH_00610,6.0158595150023135,Credit
HH_00611,240.97413657391795,Credit
HH_00612,148.28905355509445,Credit
HH_00613,12.79431455645014,Debit
HH_00614,310.2202047732136,Debit
HH_00615,380.5040319568392,Debit
HH_00616,9.45342413402451,Credit
HH_00617,48.62652646929762,Debit
HH_00618,246.14027748399639,Debit
HH_00619,206.90358603214625,Credit
HH_00620,30.59694480927007,Debit
HH_00621,35.23485467722998,Credit
HH_00622,69.41776650365546,Debit
HH_00623,99.39938470029216,Debit
HH_00624,144.4502751087828,Credit
HH_00625,69.04688445005267,Debit
HH_00626,93.13366638313764,Credit
HH_00627,206.43434105847638,Debit
HH_00628,5.605942848221769,Debit
HH_00629,43.640493282359586,Debit
HH_00630,187.42378124340385,Credit
HH_00631,338.365013149592,Debit
HH_00632,107.51686683126013,Debit
HH_00633,113.92942535296034,Credit
HH_00634,17.004200781099506,Credit
HH_00635,88.97148691253263,Debit
HH_00636,114.09101985829349,Debit
HH_00637,41.653920489098,Debit
HH_00638,47.051191781781576,Debit
HH_00639,71.0497477203708,Debit
HH_00640,3.041304112547177,Debit
HH_00641,58.30871418842036,Credit
HH_00642,35.63354034354448,Debit
HH_00643,59.5123845347974,Debit
HH_00644,19.13446549271719,Debit
HH_00645,331.8119849914537,Debit
HH_00646,135.05982208193396,Debit
HH_00647,170.49494368395474,Debit
HH_00648,233.50635485666868,Debit
HH_00649,103.50546327733277,Debit
HH_00650,13.639814177618376,Credit
HH_00651,115.53875449422338,Debit
HH_00652,132.58845868070603,Debit
HH_00653,205.2324973212614,Credit
HH_00654,84.75519740744731,Debit
HH_00655,20.472700009396835,Credit
HH_00656,50.06432703925559,Debit
HH_00657,67.66722382119352,Debit
HH_00658,155.73369174327925,Debit
HH_00659,126.86725818021294,Debit
HH_00660,66.03101394777093,Debit
HH_00661,645.9293658254718,Debit
HH_00662,139.6249512700814,Debit
HH_00663,40.61917931351999,Credit
HH_00664,16.101450693733028,Credit
HH_00665,24.88324388847388,Debit
HH_00666,42.346027409271144,Debit
HH_00667,26.274731243144103,Credit
HH_00668,30.97376181818706,Credit
HH_00669,50.34087723231698,Credit
HH_00670,28.560365049433052,Credit
HH_00671,340.6127174033873,Debit
HH_00672,12.545356888800024,Credit
HH_00673,111.5118525169054,Credit
HH_00674,79.24583347339535,Debit
HH_00675,605.796324902388,Credit
HH_00676,17.824101854610735,Debit
HH_00677,76.08869906136457,Credit
HH_00678,523.3589496190073,Debit
HH_00679,300.9366092952232,Credit
HH_00680,254.79945510542692,Credit
HH_00681,44.74126253002569,Debit
HH_00682,28.109929917973133,Debit
HH_00683,165.68393980226753,Debit
HH_00684,397.5577642439933,Credit
HH_00685,122.04756328571133,Debit
HH_00686,127.15913421878798,Credit
HH_00687,49.27125462159762,Debit
HH_00688,220.12106376181328,Credit
HH_00689,31.061697321910625,Debit
HH_00690,58.66317196788489,Credit
HH_00691,83.12168251047459,Debit
HH_00692,106.27274439670478,Debit
HH_00693,41.64188753544087,Debit
HH_00694,18.29749082162032,Credit
HH_00695,141.47994861440347,Debit
HH_00696,51.08450526548127,Debit
HH_00697,130.56796024386654,Debit
HH_00698,25.14971291560197,Debit
HH_00699,98.41820670427913,Debit
HH_00700,114.08208721936167,Credit
HH_00701,7.982197718568199,Debit
HH_00702,61.55754020706348,Credit
HH_00703,21.65239902478974,Debit
HH_00704,9.820838815878732,Debit
HH_00705,690.1801967092987,Debit
HH_00706,58.369503377913034,Debit
HH_00707,249.0105920654848,Credit
HH_00708,44.08332514401021,Debit
HH_00709,171.62120265305273,Debit
HH_00710,214.20993342423128,Credit
HH_00711,135.81698912537095,Debit
HH_00712,95.67849660679076,Debit
HH_00713,79.61367202580666,Credit
HH_00714,64.35649525559622,Debit
HH_00715,397.8834072331171,Debit
HH_00716,266.3410606712697,Debit
HH_00717,502.97645841235374,Debit
HH_00718,19.909281275415832,Credit
HH_00719,196.88270451907613,Debit
HH_00720,417.9190897891861,Debit
HH_00721,29.993371455119654,Credit
HH_00722,10.321547620874531,Debit
HH_00723,202.7089729782933,Credit
HH_00724,128.16407162980045,Credit
HH_00725,276.61157119822167,Debit
HH_00726,22.583736962128892,Credit
HH_00727,237.9075166547802,Debit
HH_00728,33.77696596005344,Debit
HH_00729,26.807279844827697,Credit
HH_00730,26.916698483992604,Credit
HH_00731,252.7654923846013,Credit
HH_00732,164.13204585239532,Credit
HH_00733,111.05639345190666,Credit
HH_00734,66.66921025171023,Debit
HH_00735,314.58040009414987,Debit
HH_00736,74.74691245461673,Credit
HH_00737,254.41239942721043,Debit
HH_00738,86.74123216708206,Credit
HH_00739,70.96793487266056,Debit
HH_00740,93.17415898494039,Credit
HH_00741,53.79679131459631,Credit
HH_00742,206.51659694054092,Debit
HH_00743,104.7904223543394,Debit
HH_00744,39.636379649559785,Debit
HH_00745,344.75097743258755,Debit
HH_00746,72.6497613538067,Credit
HH_00747,117.64235732666452,Debit
HH_00748,355.424341306444,Debit
HH_00749,146.8198955785996,Credit
HH_00750,18.64719237866696,Credit
HH_00751,421.5925025898314,Debit
HH_00752,148.21153934022394,Debit
HH_00753,61.17394733269641,Debit
HH_00754,22.49652309246387,Debit
HH_00755,237.00020935204006,Debit
HH_00756,145.16632613442786,Credit
HH_00757,114.36207870735423,Debit
HH_00758,336.4954995804668,Debit
HH_00759,233.0985020544108,Debit
HH_00760,24.673698018951132,Credit
HH_00761,56.03438270937007,Debit
HH_00762,42.85044278232569,Debit
HH_00763,204.35520928026173,Debit
HH_00764,5.11613097867569,Credit
HH_00765,126.55703345792145,Debit
HH_00766,215.61205737896682,Debit
HH_00767,314.0501016578907,Debit
HH_00768,62.80118903176391,Debit
HH_00769,258.27119453115046,Debit
HH_00770,17.5865827648166,Credit
HH_00771,281.06159358175313,Debit
HH_00772,20.456944579210624,Credit
HH_00773,75.94719468147964,Debit
HH_00774,239.40080449897349,Credit
HH_00775,24.363268488062424,Debit
