household_id,credit_score,debt_to_income_ratio,delinquency_flag_90d
HH_00158,661,0.5344582464757326,0
HH_00159,652,0.43201308572868713,0
HH_00160,802,0.15821945108147126,1
HH_00161,696,0.5615116295712074,0
HH_00162,777,0.43115536865713977,0
HH_00163,671,0.5413957112529113,0
HH_00164,784,0.412701314882315,0
HH_00165,688,0.4385579861789817,0
HH_00166,778,0.438030975646296,0
HH_00167,769,0.3636925546673414,0
HH_00168,607,0.5123335045911216,0
HH_00169,580,0.4823116061091458,0
HH_00170,658,0.580402540697003,0
HH_00171,778,0.43386240083039773,0
HH_00172,684,0.44615061509838827,0
HH_00173,727,0.2762327109927242,0
HH_00174,773,0.3133537072129211,0
HH_00175,776,0.10901413197348811,0
HH_00176,679,0.4899610287162226,0
HH_00177,613,0.22503618451417065,1
HH_00178,786,0.5417463394234648,0
HH_00179,815,0.400002538890431,0
HH_00180,770,0.5966280510202422,0
HH_00181,801,0.24644558364741928,0
HH_00182,652,0.25884284889905196,0
HH_00183,744,0.23560174602021636,0
HH_00184,722,0.30949081695476677,0
HH_00185,800,0.24381060268361568,0
HH_00186,814,0.5257119079409709,0
HH_00187,708,0.3976628875175874,1
HH_00188,815,0.23917195573512637,0
HH_00189,809,0.3856177981854756,0
HH_00190,724,0.2556697293106146,0
HH_00191,779,0.15870643446665236,0
HH_00192,746,0.4406501810770326,0
HH_00193,719,0.596561330888912,0
HH_00194,770,0.29993001450327106,0
HH_00195,585,0.4556239993573509,0
HH_00196,773,0.25319033111409783,0
HH_00197,604,0.12737244456319288,0
HH_00198,611,0.41334306728992887,0
HH_00199,619,0.2841164862775035,1
HH_00200,812,0.3742834277325703,0
HH_00201,701,0.4688527788990542,0
HH_00202,708,0.33575694298309056,1
HH_00203,615,0.42093453310156903,0
HH_00204,583,0.252406165145844,0
HH_00205,715,0.3809423418151707,1
HH_00206,600,0.2605651955786561,0
HH_00207,708,0.4994882963125761,0
HH_00208,672,0.41731390380280275,0
HH_00209,587,0.3906211734346192,0
HH_00210,780,0.5779988773623821,0
HH_00211,607,0.10399328238181779,0
HH_00212,819,0.45804287732224,0
HH_00213,642,0.4726834663050461,0
HH_00214,801,0.1663274284167743,0
HH_00215,645,0.4459409555556395,0
HH_00216,648,0.5207789839912851,0
HH_00217,766,0.46281106864676747,0
HH_00218,597,0.277175812516015,0
HH_00219,817,0.2664751549128934,0
HH_00220,634,0.2550144977853933,0
HH_00221,773,0.23063386787774456,0
HH_00222,666,0.35522151252864465,0
HH_00223,715,0.4047064395260922,0
HH_00224,654,0.271206021715121,1
HH_00225,711,0.35119123914393646,0
HH_00226,734,0.3578676897590308,0
HH_00227,737,0.13812533921626044,0
HH_00228,784,0.4893587367484046,0
HH_00229,635,0.3065626538631998,0
HH_00230,708,0.11950236661576732,0
HH_00231,599,0.5321905054182838,0
HH_00232,641,0.5058928852562491,0
HH_00233,636,0.2398857727463423,0
HH_00234,803,0.3242545753497754,0
HH_00235,732,0.4020020857695734,0
HH_00236,670,0.3293280546665357,0
HH_00237,678,0.17909720064060106,1
HH_00238,682,0.2114158392894326,0
HH_00239,590,0.4314599100899691,0
HH_00240,730,0.44686727991601416,0
HH_00241,792,0.49314055824024805,0
HH_00242,817,0.5244722200098527,0
HH_00243,814,0.24625600070359524,0
HH_00244,768,0.4788197366883641,0
HH_00245,710,0.4173946112766975,1
HH_00246,678,0.5252396972608568,0
HH_00247,711,0.3398226514623337,0
HH_00248,752,0.40903986741069776,0
HH_00249,672,0.5784296823852808,0
HH_00250,816,0.2536963831127289,0
HH_00251,744,0.31113209278703,0
HH_00252,620,0.558943806204351,0
HH_00253,766,0.4161455680539299,0
HH_00254,750,0.47165843340206315,0
HH_00255,752,0.4371898713522103,0
HH_00256,798,0.2808104269568975,0
HH_00257,629,0.3984131994096255,0
HH_00258,748,0.3212760399117115,0
HH_00259,724,0.5546002382355589,1
HH_00260,641,0.35800969705122787,0
HH_00261,651,0.3581606250756404,0
HH_00262,757,0.33580909030547246,0
HH_00263,706,0.5784677946564073,0
HH_00264,751,0.4093462482642678,0
HH_00265,649,0.27853100524914653,0
HH_00266,747,0.38435382902224746,0
HH_00267,603,0.3395423330902878,0
HH_00268,684,0.4962557761639911,0
HH_00269,666,0.5738936547626214,0
HH_00270,715,0.1963268710147331,0
HH_00271,633,0.518628449906184,0
HH_00272,796,0.5007796962367158,0
HH_00273,771,0.18836985861769937,0
HH_00274,628,0.5924076818159648,0
HH_00275,624,0.3481572480781069,1
HH_00276,654,0.10191708398311575,0
HH_00277,712,0.35103872927714597,0
HH_00278,668,0.22421240835101705,0
HH_00279,799,0.5227752386649845,0
HH_00280,672,0.36709606519926086,0
HH_00281,632,0.5400304816058301,0
HH_00282,732,0.3370699896013566,0
HH_00283,719,0.5089543773647072,0
HH_00284,685,0.32654995530620357,0
HH_00285,720,0.12069536442351,0
HH_00286,657,0.2891580764037347,0
HH_00287,589,0.16901534268775062,0
HH_00288,609,0.513079278676098,1
HH_00289,585,0.5733449452675106,0
HH_00290,812,0.17655632435590538,0
HH_00291,597,0.5005718421438758,0
HH_00292,770,0.10938668148760475,0
HH_00293,663,0.214441745005467,0
HH_00294,794,0.44237595449896494,0
HH_00295,685,0.34771323405506516,1
HH_00296,585,0.37185977922843527,0
HH_00297,707,0.3285593589662764,0
HH_00298,786,0.31245080944632764,0
HH_00299,681,0.5661312912131382,0
HH_00300,585,0.4283917676327701,0
HH_00301,633,0.5268502345392263,0
HH_00302,752,0.36428759154246493,0
HH_00303,809,0.2790598498854656,0
HH_00304,595,0.5681666825942397,0
HH_00305,671,0.5442964456441705,1
HH_00306,623,0.4340983991657291,0
HH_00307,737,0.4482431016982904,0
HH_00308,657,0.5168590825992552,0
HH_00309,699,0.2507921080603409,0
HH_00310,685,0.4706222852145612,0
HH_00311,819,0.3585922746951866,0
HH_00312,692,0.5143808509477406,1
HH_00313,618,0.20502163122750564,0
HH_00314,666,0.15736935726686094,0
HH_00315,650,0.5264385906507867,0
HH_00316,669,0.27193753376290464,0
HH_00317,617,0.574842429053513,0
HH_00318,761,0.5835917022687386,0
HH_00319,696,0.3049569983951672,0
HH_00320,689,0.11490623649213896,0
HH_00321,819,0.17635629737899608,0
HH_00322,715,0.4641589612435797,0
HH_00323,632,0.12600739613625758,0
HH_00324,646,0.34647634836502794,0
HH_00325,799,0.43696926764398736,1
HH_00326,814,0.5214897055117033,0
HH_00327,628,0.10572095185096489,0
HH_00328,706,0.3633246471036814,0
HH_00329,584,0.47620292559932864,0
HH_00330,755,0.46888126126535945,0
HH_00331,699,0.5293379821386387,0
HH_00332,819,0.4391093828590954,0
HH_00333,689,0.5376008384767086,0
HH_00334,626,0.4736309997351661,0
HH_00335,603,0.5892157668327324,1
HH_00336,735,0.14618145417289188,0
HH_00337,796,0.31073922061198633,0
HH_00338,589,0.5587455201874894,1
HH_00339,755,0.2614420734397376,0
HH_00340,688,0.47109194332214277,0
HH_00341,709,0.5283957674445969,0
HH_00342,595,0.54559806685463,0
HH_00343,743,0.40641201230098456,0
HH_00344,601,0.46354181332101274,0
HH_00345,802,0.3141102566214776,0
HH_00346,582,0.5850310299519836,0
HH_00347,685,0.2864851785736011,0
HH_00348,597,0.5492616125018188,0
HH_00349,798,0.33465345916949985,0
HH_00350,679,0.12404388264210994,0
HH_00351,743,0.27727634142920876,0
HH_00352,755,0.16694370506129533,0
HH_00353,684,0.5735602936685708,0
HH_00354,752,0.1683396579667855,0
HH_00355,632,0.5864222852462458,0
HH_00356,729,0.5632453411615267,0
HH_00357,711,0.18155816780883346,0
HH_00358,631,0.5876482240281773,0
HH_00359,585,0.24585205700771204,0
HH_00360,613,0.46101189725823843,1
HH_00361,733,0.3640063671467181,0
HH_00362,791,0.3621835335704896,0
HH_00363,741,0.17621934052306457,0
HH_00364,751,0.5752072484948377,0
HH_00365,753,0.3440951594249476,0
HH_00366,810,0.35265903610468163,0
HH_00367,806,0.10318534172071656,0
HH_00368,732,0.2809896622985535,0
HH_00369,664,0.45526051866696193,0
HH_00370,801,0.10036575515814508,0
HH_00371,802,0.4740113838689901,0
HH_00372,679,0.2862547020092745,0
HH_00373,596,0.4252977314118168,0
HH_00374,702,0.18879303053993,0
HH_00375,768,0.3487535529456859,0
HH_00376,672,0.15001512175923074,0
HH_00377,804,0.3966269252497643,0
HH_00378,746,0.34560886128414914,0
HH_00379,800,0.5075895357808274,0
HH_00380,765,0.41837451074058163,0
HH_00381,667,0.5129133722089337,0
HH_00382,599,0.18502109320009016,0
HH_00383,668,0.46339309349776703,0
HH_00384,597,0.4667754705373617,0
HH_00385,615,0.554035790187515,0
HH_00386,620,0.33651478454381434,0
HH_00387,589,0.21285480169918172,0
HH_00388,616,0.5503000442109418,0
HH_00389,808,0.2847785667061612,0
HH_00390,809,0.396615899879328,0
HH_00391,637,0.13376472867048014,0
HH_00392,666,0.3972830640569913,0
HH_00393,812,0.1544451547604571,0
HH_00394,737,0.3146276206351327,0
HH_00395,640,0.34827119938072015,1
HH_00396,804,0.5389248565228913,0
HH_00397,713,0.13096687191039028,0
HH_00398,654,0.47015382243410797,0
HH_00399,789,0.5806794531376687,0
HH_00400,776,0.21940777036469958,0
HH_00401,581,0.29220165462175196,0
HH_00402,738,0.5861860684068875,0
HH_00403,667,0.15195383961038592,0
HH_00404,662,0.2943116392944054,0
HH_00405,657,0.45348540837900053,0
HH_00406,626,0.38881484466947636,0
HH_00407,755,0.5811634732259208,0
HH_00408,715,0.29479343196386365,0
HH_00409,775,0.4384041907597225,0
HH_00410,770,0.3915726588494244,0
HH_00411,805,0.11601062677926519,0
HH_00412,630,0.4076708370324521,0
HH_00413,718,0.2178126015515446,0
HH_00414,670,0.3204695069034734,0
HH_00415,653,0.17474571392471674,0
HH_00416,816,0.34085107596458997,0
HH_00417,685,0.34795875002012755,0
HH_00418,634,0.42106755645575056,1
HH_00419,798,0.3314742583359601,0
HH_00420,702,0.2826231512578963,0
HH_00421,718,0.4944347357325892,0
HH_00422,756,0.5769933030314514,0
HH_00423,682,0.5903924225390733,0
HH_00424,765,0.37492253921735086,0
HH_00425,696,0.34905755714402864,0
HH_00426,636,0.26672217996310965,0
HH_00427,796,0.32201208293950934,0
HH_00428,598,0.495211934062771,0
HH_00429,607,0.5360092887043781,0
HH_00430,758,0.38750588086872195,0
HH_00431,804,0.14581643276035552,0
HH_00432,789,0.17186927743484406,0
HH_00433,603,0.3493818484411887,0
HH_00434,750,0.15287707482456467,0
HH_00435,754,0.566162286557833,0
HH_00436,679,0.2719086992945917,0
HH_00437,679,0.30591995834680596,0
HH_00438,783,0.5995544385123878,1
HH_00439,729,0.5874733842845131,0
HH_00440,661,0.107072853380518,0
HH_00441,657,0.50391537377078,0
HH_00442,736,0.2818329539592944,0
HH_00443,642,0.45270927733898225,0
HH_00444,762,0.5100945903775976,0
HH_00445,764,0.22088754978028693,0
HH_00446,585,0.41205234658054635,0
HH_00447,601,0.5550752793777277,0
HH_00448,595,0.32204744763654614,0
HH_00449,631,0.42755512173924903,0
HH_00450,800,0.4110136859845528,0
HH_00451,776,0.5879308051667778,0
HH_00452,715,0.4660264910779801,0
HH_00453,610,0.2681967120413046,1
HH_00454,724,0.23667208669419745,0
HH_00455,583,0.155342214345262,0
HH_00456,779,0.153736035419036,0
HH_00457,649,0.27755452874061304,0
HH_00458,590,0.24389258288446605,0
HH_00459,687,0.5012162546877373,0
HH_00460,799,0.5494100002740738,0
HH_00461,785,0.48667946094454184,0
HH_00462,722,0.26845745222243356,0
HH_00463,760,0.5071137232528431,0
HH_00464,708,0.3430810818331228,1
HH_00465,799,0.4728012329601946,0
HH_00466,608,0.14026521985980903,0
HH_00467,631,0.45374199907880886,0
HH_00468,818,0.13954106549514259,0
HH_00469,634,0.48963413065731853,0
HH_00470,592,0.37487609167183644,0
HH_00471,790,0.2910204767417589,1
HH_00472,662,0.3288843393835097,0
HH_00473,717,0.5763717154602419,0
HH_00474,774,0.23444542019241696,0
HH_00475,768,0.16672121542207483,0
HH_00476,693,0.4375700237855241,0
HH_00477,674,0.13670486916681465,0
HH_00478,710,0.2720542702074843,0
HH_00479,784,0.2213954670713972,0
HH_00480,672,0.17310829127478136,0
HH_00481,725,0.23780658675048713,0
HH_00482,695,0.35364581141905127,0
HH_00483,700,0.21243080351841523,0
HH_00484,795,0.12654190780509675,0
HH_00485,752,0.29583538739185444,0
HH_00486,816,0.29627719188997215,0
HH_00487,642,0.5281521439050084,0
HH_00488,785,0.5012625323144301,0
HH_00489,809,0.5960807570201022,0
HH_00490,780,0.5841869888856773,0
HH_00491,674,0.35200374765081244,0
HH_00492,805,0.2529732145251111,0
HH_00493,757,0.461418544459675,0
HH_00494,588,0.4710907213536145,0
HH_00495,709,0.34110068795689497,0
HH_00496,784,0.16963387022006518,0
HH_00497,746,0.5131920814005634,1
HH_00498,794,0.17028708625583353,0
HH_00499,742,0.35198801124250045,0
HH_00500,585,0.44349047552047527,0
HH_00501,670,0.4120736164969665,0
HH_00502,634,0.42987102180429504,0
HH_00503,727,0.1705902546234291,0
HH_00504,640,0.34441445652211033,0
HH_00505,644,0.25236225908513743,0
HH_00506,636,0.32242279731461176,0
HH_00507,811,0.4904043357681874,0
HH_00508,582,0.23470277195897307,1
HH_00509,693,0.5307048098385919,0
HH_00510,710,0.20481773688172925,0
HH_00511,583,0.1742779036916184,0
HH_00512,712,0.30361946865055744,0
HH_00513,779,0.26506654575484023,0
HH_00514,746,0.5112429635319791,0
HH_00515,756,0.379835439524842,0
HH_00516,740,0.5948250228746959,0
HH_00517,709,0.49053339182092415,0
HH_00518,780,0.45733691629738094,1
HH_00519,696,0.11531251300312675,0
HH_00520,695,0.49970205015801716,0
HH_00521,602,0.21363357946916647,0
HH_00522,738,0.3091691198353974,0
HH_00523,765,0.3737647690645792,0
HH_00524,778,0.2475949625992813,0
HH_00525,592,0.22890239814865235,0
HH_00526,673,0.28774191347071176,0
HH_00527,723,0.33245770735364333,0
HH_00528,603,0.24246716320749948,1
HH_00529,641,0.40471742930479637,0
HH_00530,738,0.3816709415891707,0
HH_00531,677,0.4226859550981643,0
HH_00532,734,0.2611866190481429,0
HH_00533,714,0.3271972372257741,0
HH_00534,617,0.5697255166737158,0
HH_00535,657,0.503670532290178,0
HH_00536,613,0.33226922689871674,0
HH_00537,773,0.449977541067235,0
HH_00538,647,0.29418914751430436,0
HH_00539,753,0.47259711220426626,1
HH_00540,628,0.1664697967630541,0
HH_00541,758,0.2987754675585128,0
HH_00542,584,0.27414485155899504,0
HH_00543,640,0.40441786159528004,0
HH_00544,759,0.44253100115784705,0
HH_00545,742,0.5222744866915162,0
HH_00546,670,0.38283157614811725,0
HH_00547,604,0.3964086594952946,0
HH_00548,716,0.1248254911017623,0
HH_00549,596,0.36294181758326605,0
HH_00550,714,0.55324277453919,0
HH_00551,762,0.22263299266602107,0
HH_00552,753,0.4669890194010353,0
HH_00553,761,0.3659256938701456,0
HH_00554,745,0.13364515378481004,0
HH_00555,756,0.40876343983300234,0
HH_00556,587,0.4104152568809525,0
HH_00557,714,0.45442542532129304,0
HH_00558,730,0.5977808124507509,0
HH_00559,782,0.3847162053510952,0
HH_00560,807,0.49099639881825474,0
HH_00561,657,0.41084421066974974,0
HH_00562,618,0.11190277982530203,0
HH_00563,753,0.1891549000877211,0
HH_00564,726,0.5615462224669492,0
HH_00565,757,0.2440906580684893,0
HH_00566,732,0.30852224325383937,0
HH_00567,613,0.205482152178218,0
HH_00568,625,0.4961291447460857,0
HH_00569,734,0.40835283740524675,0
HH_00570,768,0.5899346250700735,0
HH_00571,596,0.186064718054847,0
HH_00572,710,0.2849664754930249,0
HH_00573,581,0.16380092074606276,0
HH_00574,792,0.2715591105492515,0
HH_00575,658,0.3371959544842942,1
HH_00576,627,0.14452447831858548,0
HH_00577,684,0.37020673081700495,0
HH_00578,722,0.5217372374748448,0
HH_00579,581,0.5083492399443018,0
HH_00580,646,0.4433569048640166,0
HH_00581,702,0.4247802850182878,0
HH_00582,589,0.3911865678376446,0
HH_00583,616,0.2410193888261665,0
HH_00584,603,0.14031418454476,0
HH_00585,702,0.12303622125337374,0
HH_00586,783,0.2286353427047426,0
HH_00587,591,0.39877282896351895,0
HH_00588,652,0.500911544955477,0
HH_00589,805,0.49017632133186595,0
HH_00590,689,0.41241681373545314,0
HH_00591,678,0.19048030506078698,0
HH_00592,758,0.3412873489967807,0
HH_00593,619,0.2574474669712299,0
HH_00594,685,0.1107139512995318,0
HH_00595,700,0.10557005132593059,0
HH_00596,586,0.11663306339965548,0
HH_00597,594,0.1634143157622678,0
HH_00598,778,0.16028784452073988,0
HH_00599,719,0.16380841066276727,0
HH_00600,599,0.1860422881818917,0
HH_00601,715,0.39160600807379864,0
HH_00602,701,0.599982688636189,0
HH_00603,687,0.5569059375921216,0
HH_00604,684,0.11067545187470804,0
HH_00605,689,0.5439998062771455,0
HH_00606,629,0.10254783623247035,0
HH_00607,751,0.30176909989873113,0
HH_00608,658,0.32402884980446234,0
HH_00609,606,0.31618666333680445,0
HH_00610,597,0.5239272134975048,0
HH_00611,792,0.3878761776237095,0
HH_00612,781,0.22878739298991482,0
HH_00613,662,0.17997798918126737,0
HH_00614,585,0.1732154169436763,0
HH_00615,702,0.5991454974291855,0
HH_00616,594,0.12928648290514752,0
HH_00617,583,0.44777037202972736,0
HH_00618,644,0.14507011763983588,0
HH_00619,609,0.5867814681325156,0
HH_00620,797,0.14136080941148513,0
HH_00621,781,0.5034311778208129,0
HH_00622,811,0.4710801171443473,0
HH_00623,689,0.25336085953890075,0
HH_00624,689,0.21399896626241147,0
HH_00625,667,0.12826359274129787,0
HH_00626,707,0.22615079865119656,0
HH_00627,797,0.46306718726038265,0
HH_00628,782,0.44085001192098117,0
HH_00629,778,0.4047478068273933,0
HH_00630,707,0.18374445260754582,0
HH_00631,802,0.4522483647234694,0
HH_00632,598,0.25272374216815674,0
HH_00633,712,0.20460788116157622,0
HH_00634,764,0.45961441685358073,0
HH_00635,739,0.11914303594993089,0
HH_00636,659,0.38124729841396576,0
HH_00637,618,0.23615353159041338,0
HH_00638,792,0.21680939784263728,0
HH_00639,750,0.5824750831813903,0
HH_00640,727,0.40415759798391737,0
HH_00641,727,0.5501462208147841,0
HH_00642,673,0.18467610365681195,0
HH_00643,790,0.27953885254600763,0
HH_00644,733,0.2494794008908587,0
HH_00645,773,0.26494557329671253,0
HH_00646,718,0.41871278299959236,1
HH_00647,603,0.33468746727451737,0
HH_00648,715,0.2146164598588358,0
HH_00649,805,0.3548873623210339,0
HH_00650,797,0.3326626193492803,0
HH_00651,687,0.49621876389190867,0
HH_00652,698,0.29675722516084924,0
HH_00653,671,0.15098906676060334,0
HH_00654,712,0.38224389238311407,0
HH_00655,676,0.2582829522494027,0
HH_00656,710,0.2856376814163205,0
HH_00657,817,0.597420657470222,0
HH_00658,814,0.22930714048870496,0
HH_00659,749,0.5609204042362325,0
HH_00660,667,0.3652995101001635,1
HH_00661,668,0.27721856299515246,0
HH_00662,682,0.5161538199860335,0
HH_00663,812,0.13507481105731275,1
HH_00664,620,0.4959400122540214,0
HH_00665,650,0.27869370533240456,0
HH_00666,646,0.3983769912742563,0
HH_00667,712,0.37482844212047506,0
HH_00668,791,0.43131725450859926,0
HH_00669,727,0.5019169341830954,0
HH_00670,819,0.24203496609078592,0
HH_00671,700,0.42864464581156425,0
HH_00672,782,0.5552894038515828,0
HH_00673,615,0.4840058375683878,0
HH_00674,613,0.531173242917932,0
HH_00675,727,0.1325880944381254,0
HH_00676,696,0.4035719565350002,0
HH_00677,813,0.20164446211015005,0
HH_00678,738,0.48998885936522074,1
HH_00679,595,0.32067284112420114,0
HH_00680,665,0.2706267606310703,0
HH_00681,807,0.21813181722552014,0
HH_00682,707,0.5029233472591446,0
HH_00683,668,0.34894184152252083,0
HH_00684,632,0.4617639558909006,0
HH_00685,811,0.1938194955808031,0
HH_00686,814,0.31263876745827957,0
HH_00687,626,0.10753394066406793,0
HH_00688,683,0.4640245672870683,0
HH_00689,695,0.5325254673148121,0
HH_00690,636,0.4478496699630722,0
HH_00691,734,0.41487388146867465,0
HH_00692,626,0.12492526516135963,0
HH_00693,800,0.11212298754772307,0
HH_00694,704,0.21045649567888217,0
HH_00695,766,0.17191511340502705,0
HH_00696,773,0.44769595184989475,0
HH_00697,747,0.385791983546272,0
HH_00698,725,0.5542614898798967,0
HH_00699,703,0.21010853025929851,0
HH_00700,776,0.5932311304214304,0
HH_00701,615,0.405343278305895,0
HH_00702,684,0.529396609361054,0
HH_00703,805,0.13312313113756222,0
HH_00704,678,0.5039181298293524,0
HH_00705,660,0.36955498108753515,0
HH_00706,595,0.3095560974084227,0
HH_00707,640,0.1340202465416768,0
HH_00708,618,0.5309652207822654,0
HH_00709,678,0.1890178598703771,1
HH_00710,650,0.4086842825574808,0
HH_00711,652,0.26510865032595154,0
HH_00712,686,0.4474033369695919,0
HH_00713,742,0.45967949592938906,0
HH_00714,819,0.4059755124727905,0
HH_00715,754,0.4286389437524881,0
HH_00716,769,0.2717031941083844,0
HH_00717,687,0.38017487485110457,0
HH_00718,787,0.17667984319077,0
HH_00719,708,0.46365520329773935,0
HH_00720,686,0.26914176241611243,0
HH_00721,756,0.23202333607346634,0
HH_00722,633,0.13819532961062983,0
HH_00723,742,0.5751839906541664,0
HH_00724,746,0.36477108151515514,0
HH_00725,762,0.3958708855710221,0
HH_00726,714,0.17399643905390058,0
HH_00727,585,0.5544317969012225,0
HH_00728,792,0.2987870769263019,0
HH_00729,663,0.33249502268636333,0
HH_00730,807,0.4677392154254948,0
HH_00731,590,0.5896932290354532,0
HH_00732,630,0.11421233793693283,0
HH_00733,745,0.5808548718129333,0
HH_00734,711,0.5536728283576186,0
HH_00735,694,0.1241194022421108,0
