"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y""",household_id
"47;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";176;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00072
"57;""unknown"";""married"";""unknown"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";211;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00073
"37;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";214;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00074
"41;""blue-collar"";""divorced"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";1575;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00075
"55;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";349;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00076
"33;""services"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";337;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00077
"55;""management"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";272;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00078
"42;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";208;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00079
"50;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";193;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00080
"51;""blue-collar"";""married"";""basic.4y"";""unknown"";""unknown"";""unknown"";""telephone"";""may"";""mon"";212;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00081
"38;""admin."";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";165;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00082
"49;""entrepreneur"";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";1042;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00083
"38;""technician"";""single"";""university.degree"";""no"";""no"";""yes"";""telephone"";""may"";""mon"";20;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00084
"31;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";246;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00085
"41;""management"";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";529;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00086
"39;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";192;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00087
"49;""technician"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";1467;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00088
"34;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";188;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00089
"35;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";180;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00090
"57;""unknown"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";48;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00091
"60;""admin."";""married"";""unknown"";""unknown"";""no"";""yes"";""telephone"";""may"";""mon"";213;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00092
"33;""unemployed"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";545;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00093
"42;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""yes"";""telephone"";""may"";""mon"";583;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00094
"45;""services"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";221;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00095
"42;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";426;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00096
"53;""admin."";""divorced"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";287;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00097
"37;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""may"";""mon"";197;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00098
"44;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";257;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00099
"54;""services"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";229;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00100
"49;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";55;3;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00101
"54;""services"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""may"";""mon"";400;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00102
"52;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";197;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00103
"52;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";190;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00104
"43;""services"";""single"";""high.school"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";21;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00105
"34;""housemaid"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";300;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00106
"35;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";123;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00107
"42;""entrepreneur"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";293;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00108
"43;""technician"";""married"";""unknown"";""unknown"";""yes"";""yes"";""telephone"";""may"";""mon"";325;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00109
"60;""retired"";""divorced"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";514;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00110
"58;""unemployed"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";849;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00111
"35;""services"";""divorced"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";194;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00112
"55;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";212;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00113
"37;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";337;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00114
"36;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";286;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00115
"52;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";247;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00116
"57;""blue-collar"";""divorced"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";518;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00117
"56;""admin."";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";364;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00118
"48;""blue-collar"";""divorced"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";178;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00119
"40;""blue-collar"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";98;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00120
"49;""blue-collar"";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";439;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00121
"41;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";139;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00122
"45;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";79;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00123
"32;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";175;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00124
"42;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""telephone"";""may"";""mon"";262;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00125
"50;""admin."";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";61;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00126
"31;""technician"";""divorced"";""professional.course"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";78;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00127
"56;""retired"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";102;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00128
"41;""technician"";""married"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";579;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00129
"37;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";143;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00130
"41;""technician"";""married"";""professional.course"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";677;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00131
"35;""blue-collar"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";267;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00132
"37;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";345;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00133
"52;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";185;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00134
"39;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";207;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00135
"39;""housemaid"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";69;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00136
"56;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";100;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00137
"34;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";125;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00138
"45;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";461;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00139
"43;""unemployed"";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";240;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00140
"56;""management"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";70;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00141
"39;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";193;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00142
"53;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";136;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00143
"38;""unknown"";""divorced"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";73;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00144
